id,has_index,dataset,dataset_size,operation,relational_point_count,relational_has_errors,relational_time_elapsed,relational_avg_time_per_point,spatial_core_point_count,spatial_core_has_errors,spatial_core_time_elapsed,spatial_core_avg_time_per_point,spatial_postgis_point_count,spatial_postgis_has_errors,spatial_postgis_time_elapsed,spatial_postgis_avg_time_per_point,rsc_ratio,rsp_ratio,spsc_ration,best,created_at
90,f,routers_m,1452,Find Multiple - Circle,88,f,3.311,0.038,88,f,0.914,0.010,88,f,10.479,0.119,3.623,0.316,11.465,Spatial Core,2019-06-04 20:47:33.753642+02
231,t,routers_m,1452,Find Multiple - Circle,88,f,3.650,0.041,88,f,1.100,0.013,88,f,13.205,0.150,3.318,0.276,12.005,Spatial Core,2019-06-05 21:12:37.233871+02
88,f,routers_m,1452,Find Multiple - Rectangle,123,f,1.776,0.014,123,f,1.171,0.010,123,f,10.614,0.086,1.517,0.167,9.064,Spatial Core,2019-06-04 20:47:05.932697+02
229,t,routers_m,1452,Find Multiple - Rectangle,123,f,1.435,0.012,123,f,35.683,0.290,123,f,12.123,0.099,0.040,0.118,0.340,Relational,2019-06-05 21:12:07.926379+02
89,f,routers_m,1452,Find Multiple - Rotated Rectangle,233,f,5.057,0.022,233,f,4.084,0.018,233,f,10.923,0.047,1.238,0.463,2.675,Spatial Core,2019-06-04 20:47:20.816085+02
230,t,routers_m,1452,Find Multiple - Rotated Rectangle,233,f,6.011,0.026,233,f,4.141,0.018,233,f,11.081,0.048,1.452,0.542,2.676,Spatial Core,2019-06-05 21:12:25.255818+02
87,f,routers_m,1452,Find Single,1,f,4.196,4.196,1,f,2.599,2.599,1,f,22.247,22.247,1.614,0.189,8.560,Spatial Core,2019-06-04 20:46:51.429554+02
228,t,routers_m,1452,Find Single,1,f,38.166,38.166,1,f,12.702,12.702,1,f,34.124,34.124,3.005,1.118,2.687,Spatial Core,2019-06-05 21:11:57.687996+02
85,f,routers_m,1452,Insert Multiple,1452,f,165.837,0.114,1452,f,230.188,0.159,1452,f,155.996,0.107,0.720,1.063,0.678,Spatial PostGIS,2019-06-04 20:46:26.911211+02
226,t,routers_m,1452,Insert Multiple,1452,f,156.047,0.107,1452,f,178.376,0.123,1452,f,144.234,0.099,0.875,1.082,0.809,Spatial PostGIS,2019-06-05 21:11:41.256253+02
86,f,routers_m,1452,Insert Single,1,f,28.774,28.774,1,f,26.051,26.051,1,f,52.367,52.367,1.105,0.549,2.010,Spatial Core,2019-06-04 20:46:37.333638+02
227,t,routers_m,1452,Insert Single,1,f,29.498,29.498,1,f,28.533,28.533,1,f,51.317,51.317,1.034,0.575,1.799,Spatial Core,2019-06-05 21:11:48.624201+02
94,f,routers_m,1452,Update Multiple - Circle,88,f,61.311,0.697,88,f,26.445,0.301,88,f,53.128,0.604,2.318,1.154,2.009,Spatial Core,2019-06-04 20:48:59.025665+02
235,t,routers_m,1452,Update Multiple - Circle,88,f,31.117,0.354,88,f,28.937,0.329,88,f,52.717,0.599,1.075,0.590,1.822,Spatial Core,2019-06-05 21:13:37.946248+02
92,f,routers_m,1452,Update Multiple - Rectangle,123,f,83.701,0.680,123,f,24.793,0.202,123,f,57.861,0.470,3.376,1.447,2.334,Spatial Core,2019-06-04 20:48:05.791853+02
233,t,routers_m,1452,Update Multiple - Rectangle,123,f,60.187,0.489,123,f,26.721,0.217,123,f,38.388,0.312,2.252,1.568,1.437,Spatial Core,2019-06-05 21:13:04.457017+02
93,f,routers_m,1452,Update Multiple - Rotated Rectangle,233,f,87.499,0.376,233,f,29.689,0.127,233,f,52.655,0.226,2.947,1.662,1.774,Spatial Core,2019-06-04 20:48:19.746463+02
234,t,routers_m,1452,Update Multiple - Rotated Rectangle,233,f,89.518,0.384,233,f,33.063,0.142,233,f,58.234,0.250,2.707,1.537,1.761,Spatial Core,2019-06-05 21:13:17.496416+02
91,f,routers_m,1452,Update Single,1,f,64.536,64.536,1,f,28.536,28.536,1,f,51.010,51.010,2.262,1.265,1.788,Spatial Core,2019-06-04 20:47:52.53211+02
